,Country,Grape,Sweetness,Colour,Style,Closure,abv,Units,Description,Link
604,France,Chardonnay,Dry,White Wine,Creamy Whites,Natural Cork,13.0,9.8,"Bought direct from the Domaine, this is a relative bargain for ‘Les Pucelles’. Bordering the Grand Crus of Bâtard and Bienvenues, its wines share many of their elegant, ageworthy characteristics. Displaying citrus peel, white flowers, freshly buttered toast and wet stones on the nose. Focused and precise on the palate, with layers of white peach, greengage and minerals. Drinking well now but will hold for 6-7 years. Superb with soft cheese or seafood in a rich, creamy sauce.",https://www.majestic.co.uk/Puligny-Montrachet-1er-Cru-Les-Pucelles-zid04914
605,Italy,Grechetto,Dry,White Wine,Creamy Whites,Natural Cork,13.0,9.8,This is a fascinating blend of Grechetto and Chardonnay which is barrel fermented in the finest French oak. Showing a nose of peaches and citrus on a fascinating background of apple blossom and vanilla. On the palate there are hints of apples and honeysuckle with a long creamy finish. A fantastic alternative to 1er Cru white Burgundy and a great food wine.,https://www.majestic.co.uk/Cervaro-Antinori-zid13602
606,Italy,Corvina,Non,Red Wine,Non,Natural Cork,14.0,21.0,"This wine is made exclusively from grapes coming from the La Casetta di Ettore Righetti Estate. Full-bodied and velvet smooth, hints of cherries and spices come through on the palate creating a mass of rich and intense flavours. The perfect companion for all types of meat or seasoned cheeses.",https://www.majestic.co.uk/La-Casetta-Valpolicella-Ripasso-Classico-Superiore-zid13500
607,USA,Pinot Noir,Non,Non,Spicy Reds,Non,14.5,10.9,"On the corner of Clark Avenue and Telephone Road, this vineyard was established in 1972, planted with the now rare 'Martini clone' Pinot Noir, one of the first strains to be brought to the region. Known for its abundance of brown spice character, the wine offers deep scarlet fruit, enhanced with notes of leaf tea, cinnamon, ginger and caramel.",https://www.majestic.co.uk/Belle-Glos-Clark-Telephone-Pinot-Noir-zid18918
608,France,</div,Non,Red Wine,Cherry Reds,Natural Cork,12.0,9.0,"With a nice ruby red colour and garnet-red lights, our Santenay Rouge 2014 reveals blackcurrant and morello cherry notes. On the palate, is it ample and aromatic. Delicate aromas of berries and cherry. A very pleasant wine with supple tannins.",https://www.majestic.co.uk/Santenay-zid03999
609,Chile,Pedro Ximenez,Dry,White Wine,Fresh Whites,Screwcap,13.0,9.8,"Pedro Ximenez is known worldwide primarily as the grape of Spain's rich dessert sherries, and in Chile as the basis of pisco, the local brandy. However it is also capable of being crafted into this intriguingly aromatic and crisp dry white.  This wine has an appealing citrus backbone combining aromas of lemon and lime zest with subtle floral and mineral hints. Crisply acidic and refreshing on the palate. A great partner for all manner of fresh seafood dishes.",https://www.majestic.co.uk/Vina-Mayu-Dry-Pedro-Ximenez-zid39360
610,France,Cabernet Franc,Non,Red Wine,Blackcurrant Reds,Synthetic Cork,14.0,10.5,"Domaine Paul Mas combines mechanical harvesting with hand picking. The use of machines allows them to collect the largest amount of grapes at optimum ripeness. It also means that they can keep picking through the night to avoid the grapes oxidising in the heat of the day. This blend of 50% Cabernet Sauvignon and 50% Cabernet Franc is in fact a mix of finished wines. Blackberry and roasted pepper characters sit well in a full-bodied, soft red with acres of character. Serve with barbecued meat, pasta dishes or hard cheeses.",https://www.majestic.co.uk/Paul-Mas-Cabernet-de-Cabernet-zid09429
611,New Zealand,Pinot Grigio/Gris,Dry,White Wine,Tropical Whites,Screwcap,14.0,10.5,"Something of a thorn in the side for some winemakers, Pinot Gris requires a very measured approach in order to achieve a balance of texture, sweetness, acidity and fruit character. This excellent example treads the fine line between the Alsatian and Italian styles. Delicately pink, indicating natural sun ripening. The nose is lifted and perfumed with honeysuckle and peach. A lightly unctuous and off-dry palate are lifted by acidity and a hint of natural spritz. Delicious on its own but a brilliantly versatile food wine to boot. Try with grilled prawns, white meats or creamy cheeses.",https://www.majestic.co.uk/The-King-s-Thorn-Pinot-Gris-zid37274
612,Chile,Merlot,Non,Red Wine,Plummy Reds,Screwcap,13.5,10.1,"The 120 Series wines are named in honour of the 120 patriot soldiers who found refuge in Santa Rita's hacienda during the war for Chile's independence. The cellars where they were hidden are still used for maturation of Santa Rita's wines to this day. Intense aromas of red fruits, accompanied by floral, vanilla and tobacco notes. Has a great feeling of volume in the mouth, with plentiful but super-soft tannins, and typically Chilean ripeness of fruit. An obvious choice for light red meat dishes and pasta, or even weightier fish such as salmon.",https://www.majestic.co.uk/Santa-Rita-120-Merlot-zid39243
613,USA,Cabernet Sauvignon,Non,Red Wine,Blackcurrant Reds,Natural Cork,14.1,10.6,"Silver Oak's Napa Valley Cabernet is 80% Cabernet Sauvignon,  blended with Merlot, Cabernet Franc and Petit Verdot, for a robustly structured, complex Bordeaux-inspired wine. The varieties are vinified separately, but blended before being harmonised by ageing together for 25 months in new American oak and a further 20 months in bottle. A silky yet heorically grippy wine, with intense boysenberry fruit, nuaced with notes of truffles and game.",https://www.majestic.co.uk/Silver-Oak-Napa-Valley-Cabernet-Sauvignon-zid18933
614,New Zealand,Pinot Noir,Non,Red Wine,Light Reds,Screwcap,13.5,10.1,"Former marine engineer Barry Feickert started Blind River wines as a retirement project, at the Redwood Pass vineyard in the Awatere Valley. His two daughters now manage the winery, and their wines have been acknowledged as being among the finest in Marlborough. A deep and intense Pinot Noir, with layer upon layer of blackcurrant and loganberry fruit, nuanced with liquorice and spice notes. Plenty of weight, but with silky, elegant tannins Drink now or cellar for up to 7 years. Serve with feathered game.",https://www.majestic.co.uk/Blind-River-Pinot-Noir-zid37297
615,Spain,Palomino,Dry,White Fortified,Sherries,Natural Cork,17.5,13.1,"Traditionally always dry, Amontillado is a sherry allowed to age for a bit longer after the flor has died. Hidalgo, a small, quality conscious family firm in Sanlúcar de Barrameda, produces this in the classic dry style. Bone dry with enticing nutty flavours, a slightly oxididised character and a mouthwatering, pungent, yeasty tang. Incredibly versatile, this is delicious served slightly cool.",https://www.majestic.co.uk/Amontillado-Seco-Napoleon-zid24134
616,France,</div,Non,Red Wine,Non,Natural Cork,12.5,18.8,"Very bright and open, this lovely wine is redolent of blue fruits scented with pretty violets, spice and rose petals. The palate shows excellent concentration and depth with an attractive fleshy character and a long finish. The firm tannins and powerful blueberry, cherry and blackberry fruit marry well with the pure vein of acidity that runs throughout. This is a very impressive wine from one of the most skilful winemakers in the Rhône.",https://www.majestic.co.uk/Chateauneuf-du-Pape-zid06024
617,Italy,Verdicchio,Dry,White Wine,Fresh Whites,Screwcap,12.0,9.0,"Monte Schiavo are a large cooperative group. The fruit is sourced from over 35 growers, and the quality is usually superb. Verdicchio is the signature wine from the Marche region on the Adriatic coast, and is one of the prime examples of a fresh, summery Italian white. An invigorating wine with great diversity of fruit, including lemon, pineapple and lime along with ripe apricot notes. The finish has an interesting bitter almond streak. This is the quintessential Italian white wine. Perfect as a party wine or for outdoor drinking (preferably in the sun).",https://www.majestic.co.uk/Verdicchio-dei-Castelli-di-Jesi-zid13244
618,Spain,Tempranillo,Non,Red Wine,Powerful Reds,Natural Cork,14.0,10.5,"The 80-hectare Conde de San Cristobal estate is the 'daughter bodega' of Marques de Vargas. Its wines are made using traditional techniques, but combine native and international grape varieties, in the modern signature style of Ribera del Duero. A rich, generous yet elegant wine, displaying intense flavours of ripe blackcurrant and summer fruits, accented with hints of exotic spice. Plush and silky, with a long, involving finish. Enjoy with roasted lamb shanks.",https://www.majestic.co.uk/Conde-de-San-Cristobal-zid14518
619,France,Cabernet Sauvignon,Non,Red Wine,Mature Reds,Non,13.0,9.8,"An elegant yet traditionally savoury Margaux wine, made from a blend of around 65% Cabernet Sauvignon and 25% Merlot, supported by smaller portions of Cabernet Franc and Petit Verdot. This wine from the renowned 1996 vintage is now fully mature, and exhibits fine and mellow tannins, soft prune and date flavours and ethereal leafy aromas.",https://www.majestic.co.uk/Chateau-Rauzan-Gassies-zid01123
620,France,Syrah-Shiraz,Non,Red Wine,Spicy Reds,Natural Cork,13.0,9.8,"100% Syrah from vineyards in the Rhône Valley and the Languedoc. Sourcing the grapes from across a range of terroirs allows Jaboulet to create a well-balanced wine with consistent quality. It is matured without oak to maintain a supple and fruit-driven style. Medium-bodied with a fresh, juicy feel, this wine offers the classic Syrah characters of blackcurrant and liquorice, with subtle aromas of wild shrubs and pepper. Perfect accompaniment for herb-rubbed lamb chops, preferably char grilled.",https://www.majestic.co.uk/Jaboulet-Syrah-zid06035
621,Italy,Sangiovese,Non,Red Wine,Cherry Reds,Natural Cork,12.5,9.4,"The Grati family have been producing wine and olive oil for 6 generations. Their estate is located in the DOCG of Rufina, a zone identified as one of Tuscany's finest. This wine is made from 90% Sangiovese, blended with two other traditional Tuscan varieties. A lively ruby colour, this is a classic Chianti offering a nose of cherry-like fruit and subtle floral hints and a dry, harmonious palate combining lipsmacking acidity and fine tannins. At its best enjoyed with platter of mixed antipasti.",https://www.majestic.co.uk/Chianti-Poggio-Galiga-zid13384
622,Spain,Palomino,Dry,White Fortified,Sherries,Non,20.0,15.0,"Very rare style of sherry that falls between the elegance of Amontillado and the richness and complexity of Oloroso. From the cellar of Cayetano del Pino, this is a truly magnificent example of the style.",https://www.majestic.co.uk/Pedro-s-Almacenista-Selection-Palo-Cortado-zid24009
623,South Africa,Chardonnay,Dry,White Wine,Creamy Whites,Screwcap,13.0,9.8,"The Five Soldiers are a group of pine trees that stand at the top of a slope, clearly marking this vineyard's location. This wine is Rustenberg's homage to fine white Burgundy, with cellaring potential to match. Grapes are whole-bunch pressed direct to Burgundian barrels where they ferment and mature for 15 months. A superbly structured and powerful Chardonnay, drinking now or for another 10 years or more.",https://www.majestic.co.uk/Rustenberg-Five-Soldiers-Chardonnay-zid20272
624,New Zealand,Sauvignon Blanc,Dry,White Wine,Zingy Whites,Screwcap,13.5,10.1,"This is the flagship Sauvignon Blanc from the Fairbourne Estate, made from grapes grown on elevated sites on the north-facing slopes of the Wairau Valley. Warm days and cool nights provide optimum conditions for ripening which makes for maximum freshness and purity. Intense yet with a slightly reserved character, this well-balanced Sauvignon possesses an elegance and minerality normally only achieved by the top Sancerre and Pouilly-Fumé estates. Drink early to preserve the beautiful freshness of the wine, and match with smoked salmon, melon or cured hams.",https://www.majestic.co.uk/Fairbourne-Sauvignon-Blanc-zid37230
625,Chile,Muscat,Dry,White Wine,Non,Screwcap,12.0,9.0,"Miguel Torres's winery was founded in 1979 by the famous Torres family of Spain, and is among those leading the sustainable viticulture movement in Chile. This unusual wine is sourced from Itata Valley, one of Chile's southernmost wine regions. As the name suggests, this is a summery wine full of bright and juicy white grape, floral and gently tropical aromas. A tiny hint of residual sweetness gives it a round, easy-going feel. The perfect accompaniment for ceviche and other flavoursome seafood salads.",https://www.majestic.co.uk/Days-of-Summer-zid39331
626,Non,Tempranillo,Non,Red Wine,Non,Natural Cork,13.5,10.1,"Finca Resalso is a collection of vineyards ranging from 5 - 15 years of age; the youngest vines in the Emilio Moro estate. The wine is a lighter alternative to their signature wine, still of 100% 'Tinto Fino', having undergone less extraction and oak ageing. Dominated by primary fruit character, combining ripe mulberry and cherry with forest fruit characters. Subtle notes of liquorice and spice add a hint of savoury depth. Perfect with grilled merguez or other spicy, smoky meats.",https://www.majestic.co.uk/Finca-Resalso-zid14543
627,Italy,Malvasia,Dry,White Wine,Fresh Whites,Natural Cork,12.0,9.0,"Orvieto is a DOC wine and comes from the area surrounding the medieval hill city of Orvieto in Umbria, where Pope Clement VII fled following the sacking of Rome. Traditionally vinified sweet, it is now dry more often than not. Attractive pale colour with green lights and a fresh, fruity nose. Clean and full of citrussy fruity, with a nice nuttiness on the palate and a very crisp finish. This will go really well with a salmon, pasta and pesto salad.",https://www.majestic.co.uk/Orvieto-Classico-Secco-Vigneto-Mortaro-zid13115
628,New Zealand,Chardonnay,Dry,White Wine,Toasty Whites,Screwcap,13.5,10.1,"Villa Maria takes both free-run and lightly pressed juice and uses a mixture of natural and controlled fermentation, creating a mixture of primary and secondary fruit characters from different length fermentations. The wine then spends 10 months in barrel on its lees. Dry and freshly acidic, but with soft and lifted tropical notes on nose and palate, combined seamlessly with delicate oak spiciness. Very clean and refreshing, with plenty of crisp flavour on the finish. Excellent on its own. Will also pair well with seafood and all white meats.",https://www.majestic.co.uk/Villa-Maria-Cellar-Selection-Chardonnay-zid37275
629,Spain,Tempranillo,Non,Red Wine,Smooth Reds,Natural Cork,13.5,10.1,"Lay and Wheeler, our sister company, are experts when it comes to fine wine and they have managed to source this fabulous Gran Reserva from one of the most prestigious Rioja producers at a fabulous price",https://www.majestic.co.uk/Lay-and-Wheeler-Rioja-Gran-Reserva-zid14601
630,Non,Malbec,Non,Red Wine,Non,Screwcap,13.0,19.5,"The grapes for Alamos are grown at an altitude of between 3,000 and 5,000 feet where the temperature variation allows the grapes to grow slowly developing more flavour. Hand harvesting and sorting ensure only the best grapes are used to make the wine. This wine is all about bright red and black berry fruits.  It is soft and harmonious with just a touch of spice on the smooth finish. A great match for a rare steak or grilled sausages.",https://www.majestic.co.uk/Alamos-Uco-Valley-Malbec-zid40171
631,France,Chardonnay,Non,White Sparkling,Richer sparkling,Non,12.0,9.0,"This wine is made using the traditional method from grapes grown in Limoux by Jean-Claude Mas.  Jean-Claude is one fo the best producers in the region and in the 16 years since the domaine was founded has won over 500 awards. A delicate pale gold aromas of tropical fruit, toast and vanilla are immediately evident followed on the palate by ripe peach, apricot and toast flavours and a creamy texture. This is a perfect drink for parties or any kind of celebrations.",https://www.majestic.co.uk/Prima-Perla-Grand-Reserve-Brut-NV-zid23080
632,Non,Syrah-Shiraz,Non,Red Wine,Non,Screwcap,16.0,12.0,"""Very deep garnet-purple in color, the 2011 Shiraz Blue Eyed Boy offers a lovely, wild blueberries and black cherry compote nose with undercurrent of meat, chocolate, nuts, some violets, and a touch of licorice with a little coconut. Full-bodied and generous, it is structured with low to medium levels of velvety tannins, a nice acid line and a long finish. Approachable now, it will drink to 2020+"". 91 points. Lisa Perrotti-Brown, The Wine Advocate. ",https://www.majestic.co.uk/Mollydooker-Blue-Eyed-Boy-Shiraz-zid19086
633,France,Pinot Noir,Non,Red Wine,Savoury Reds,Natural Cork,13.0,9.8,"Originally owned by Burgundian négoçe Antonin Rodet, this estate was bought by Gerard Bertrand in 2007. One of the Languedoc's highest vineyards, possessing the finely-balanced climate necessary for growing Pinot Noir, and has been the recipient of many awards. A distinctive Pinot Noir nose of wild strawberries, with cinnamon and clove-like notes. The light fruit is backed up by tight and bracing tannins, leading to a long, mineral finish. Serve with soft cheeses, duck breast or rare lamb.",https://www.majestic.co.uk/Domaine-de-l-Aigle-Pinot-Noir-zid09481
634,France,Grenache,Dry,Rosé Wine,Light Fresh Rosés,Screwcap,13.0,9.8,"The Majestic Wine Definition Range captures the quintessential qualities of the world's greatest wine styles, with a little help from some of the world's greatest winemakers...Provence Rosé. A uniquely pale style of rosé made upon rolling hills in the sunny Provence region of Southern France Our Provence Rosé, a classical Provencal blend of Grenache, Cinsault and Syrah.  Find flavours of ripe strawberries, with floral and citrus notes. This wine is best matched with the Summery food of the region; anchovies, pissaladière, ratatouille or a seafood platter.",https://www.majestic.co.uk/Definition-Provence-Rose-zid08041
635,France,Malbec,Dry,Rosé Wine,Fruity Rosés,Synthetic Cork,12.0,9.0,"Made by Rigal, one of the cornerstones of the wine industry of Cahors and the wider Lot Valley, spiritual home of the Malbec grape, this is a modern-style rosé from 100% Malbec. This wine has been named in honour of one of the region's other famous crops, saffron. Vivid in colour, this rosé is equally vivid in flavour, offering a luscious palate of soft summer berries, accented with hints of spice, while remaining clean and crisp. Ideal with salads and barbecued meats, or as a summery aperitif.",https://www.majestic.co.uk/L-Instant-Safran-Malbec-Rose-zid08014
636,France,Chardonnay,Dry,White Wine,Creamy Whites,Non,13.0,9.8,"Subtly smoky on the nose, the lime and blossom character on the palate is beautifully lean and mineral. Although a little closed, the concentration and complexity fills the mouth with a very fine intensity and leads to a clean, long finish.",https://www.majestic.co.uk/Puligny-Montrachet-1er-Cru-Hameau-de-Blagny-zid04270
637,Argentina,Malbec,Non,Red Wine,Powerful Reds,Natural Cork,13.5,10.1,"The Nicasia vineyard is a small parcel of vines within Catena's Altamira vineyard which was planted in 1996, and represents the pinnacle of Catena's efforts to produce supreme Mendoza Malbec. Bottled unfined and unfiltered, the wine is dense, opaque and vividly purple, with wonderfully ripe black fruit. Spending 18 months in new French oak has evolved complexity and power, adding cinnamon, toast and leather aromas. Enjoy now, or cellar for up to 8 years.",https://www.majestic.co.uk/Catena-Zapata-Nicasia-Single-Vineyard-Malbec-zid40098
638,France,Pinot Blanc,Dry,White Wine,Fresh Whites,Screwcap,12.5,9.4,"Cave Vinicole de Hunawihr was the first cooperative in Alsace and the third in France as a whole. The winery was built in the 1950s by the founding vignerons, who tended their vines by day and worked on the building by night, creating a winery that is still in use today. One of the more delicate expressions of Alsatian winemaking, this Pinot Blanc is a restrained and subtle mix of apricot and yellow plum fruit, with a hint of citrus and floral notes. Will bring to life all simple poultry and fresh fish dishes.",https://www.majestic.co.uk/Kuhlmann-Platz-Pinot-Blanc-zid11008
639,France,Chardonnay,Dry,White Wine,Fresh Whites,Natural Cork,12.5,9.4,"The Boudin family own some of the oldest vines in the appellation of Chablis. The wines are subjected to winemaking atypical in Chablis, resulting in wines that are much richer than typical Chablis. Hints of green apple, lime and citrus as well as warm ripe stone fruits, almost moving into tropical aromas. A weightier palate than usual, with stone fruits, citrus fruits and medium levels of acidity. Enjoy as an apéritif or as an accompaniment to seafood. Drinking well now but with the potential to cellar for three years.",https://www.majestic.co.uk/Chablis-zid04304
640,Argentina,Torrontés,Dry,White Wine,Perfumed Whites,Natural Cork,12.5,9.4,"The aromatic Torrontes grape is a distant relation of Muscat, and has become Argentina's signature white variety, as it produces bright and perfumed white wines in the sunny yet cool high-altitude vineyards of Argentina. Bursting with ripeness, the nose is a cascade of tropical fruit and blossom aromas. Lively flavours of white peach, melon, pear and pineapple provide a refreshing and involving palate sensation. Best served with mild Thai curries or dressed prawn salads.",https://www.majestic.co.uk/Vinalba-Seleccion-Torrontes-zid40109
641,Chile,Sauvignon Blanc,Dry,White Wine,Zingy Whites,Screwcap,13.0,9.8,"A great example of the cool climate style of Sauvignon Blanc from central Chile, which offers superb value. The grapes are pressed immediately on arrival at the winery and fermented at low temperatures, ensuring excellent freshness and purity of fruit character. A well balanced and refreshing wine, with a predominant citrus character accompanied by softer flavours of pear, melon and a streak of flinty minerality. Drink with fresh seafood and light pasta dishes.",https://www.majestic.co.uk/Panamericana-Sauvignon-Blanc-zid39327
642,France,Chardonnay,Dry,White Wine,Creamy Whites,Natural Cork,13.5,10.1,"Cordier's Bourgogne Blanc 'Jean de La Vigne' is entitled to display the Mâcon-Villages appellation on the label, but Cordier prefers not to, as this wine is far from the style of normal Mâcon-Villages. Much more ripeness and fruit are typical of this producer. Plenty of zesty, citrus fruit here, but with some tropical melon and peach too. Medium bodied with a rounded finish, this is Mâcon wine at its best. With plenty of fresh fruit and a mouth-filling finish, this cracking Burgundy has the qualities required to complement seafood dishes.",https://www.majestic.co.uk/Bourgogne-Blanc-Jean-de-La-Vigne--zid04638
643,New Zealand,Pinot Noir,Non,Red Wine,Cherry Reds,Screwcap,14.0,10.5,"The most southerly wine producing region in the world, Central Otago is home to some of New Zealand's most perfumed and delicate red wines. Vintner Rudi Bauer produces elegant, bright, vibrant wines of almost Chambolle-Musigny style and elegance. Elegantly perfumed with aromas of red cherry, raspberry, violet, plum and spice. Layers of vibrant fruit and bright acidity wash over a rounded palate of richness and spice, subtle oak and tannin. Seductive and succulent now, with the potential to age for a further seven years. Best enjoyed with venison, duck breast or lamb.",https://www.majestic.co.uk/Quartz-Reef-Pinot-Noir-zid37147
644,Italy,</div,Non,Red Wine,Non,Natural Cork,14.5,10.9,"The second wine of Ornellaia, Le Serre shares a similar Bordeaux-inspired blend to the flagship wine, but is produced mainly from the estate's younger vines, resulting in a softer, fresher style that can be enjoyed at full maturity with less cellarage. It combines rich black fruit with silky tannins and a firm, well-structured feel, enhanced by a diverse aromatic profile, offering cedar, dried herb and tobacco leaf nuances.",https://www.majestic.co.uk/La-Serre-Nuove-dell-Ornellaia-zid13433
645,Argentina,Malbec,Non,Red Wine,Non,Natural Cork,14.5,10.9,Mendel own some of the oldest vineyards in Argentina including their Finca M vineyard which is 80 years old.  They have selected the finest grapes from this vineyard plus two others to blend this wine exclusively for us.,https://www.majestic.co.uk/Mendel-Selection-Malbec-zid40169
646,France,Cabernet Sauvignon,Non,Red Wine,Blackcurrant Reds,Natural Cork,13.0,9.8,"The second wine of the famous classed growth, Château Grand-Puy-Lacoste shone in this magnificent Pauillac vintage. It is made primarily of Cabernet Sauvignon and was vinified in French oak barrels for 18 months. With blackberry, plum and charcoal on the nose the palate is plump and refined with firm, ripe tannins providing the frame. The fruit flavours are layered with vanilla leading to a liquorice finish. Serve with fine meats cooked on the grill or good quality cheeses.",https://www.majestic.co.uk/Chateau-Lacoste-Borie-zid02250
647,New Zealand,Pinot Noir,Non,Red Wine,Smooth Reds,Screwcap,14.0,10.5,"Martinborough Vineyard is one of the pioneers that put New Zealand Pinot Noir on the map, back in the mid 1980’s. A cool, maritime climate results in a natural low vigour site and ensures high quality, consistent, ripe fruit. The nose displays succulent ripe cherry, berry and plum fruits combined with savoury notes and a hint of mocha. Fine tannins complement the fruit giving further texture and a generous lingering finish. An elegant Pinot Noir that is approachable in style and whilst drinking well, will reward further cellaring. Partner with roast lamb.",https://www.majestic.co.uk/Martinborough-Vineyard-Te-Tera-Pinot-Noir-zid37165
648,Spain,Verdejo,Dry,White Wine,Fresh Whites,Screwcap,13.0,9.8,"This wine has been made specifically for Majestic with more than a little bit of input from our Head Buyer Matt.  The grapes are grown at an altitude of 700m offsetting  the intense heat of the region and producing a fresh, fragrant wine. Lovely and modern in style this is all about fresh apple and citrus fruit flavours with a crisp refreshing acidity and mineral notes on the finish. This is a perfect match for any shellfish dish.",https://www.majestic.co.uk/Carro-de-Santa-Maria-Blanco-zid14585
649,Australia,Syrah-Shiraz,Non,Red Wine,Spicy Reds,Natural Cork,14.0,10.5,"Penfolds' only single-vineyard wine -  of great symbolic importance, as it is the only wine grown and made on the remaining 5 hectares of the original Penfolds property at Magill, in Adelaide's eastern suburbs. A sleek, contemporary wine, yet crafted in the traditional way in the 120-year-old winery: hand-picked, fermented only metres from where it is grown, in the original wax-lined cement open fermenters of the old cellar, and then gently basket pressed.",https://www.majestic.co.uk/Penfolds-Magill-Estate-Shiraz-zid19029
650,Australia,Cabernet Sauvignon,Non,Red Wine,Cherry Reds,Screwcap,13.0,9.8,"Hurry! When it's gone, it's gone - wigig! This wine is part of a parcel we have managed to source from a major new world wine importer at a knock down price. Lindeman's Cawarra range of wines are well flavoured and approachable. This wine has punchy raspberry and cherry flavours followed by a hint of spicy oak. Try this with grilled meats.",https://www.majestic.co.uk/Lindemans-Cawarra-Cabernet-Sauvignon-Merlot-zid19195
651,USA,Chardonnay,Dry,White Wine,Creamy Whites,Natural Cork,13.5,10.1,"Superb Chardonnay made by husband-and-wife team Walt and Joan Flowers, the aptly-named nursery owners turned winemakers, who have been developing their Sonoma Coast vineyards since 1989. 100% barrel fermented, the wine spends a total of 10 months in French oak. Aromas of lemon drop, pear, apricot and a wet stone minerality. This vintage shows crispness and intense fruit on the palate; lush and balanced citrus finish with roundness in mouth feel.",https://www.majestic.co.uk/Flowers-Sonoma-Coast-Chardonnay-zid18915
652,France,Macabeo,Dry,White Wine,Fresh Whites,Natural Cork,13.5,10.1,"As seen on TV.Mas des Montagnes is literally a 'mountain estate', comprising a group of higher-altitude Roussillon vineyards acquired by the Lorgeril family of Château de Pennautier, in the neighbouring Languedoc. Patrick Léon, formerly of Domaines Rothschild, is consultant winemaker. A notably mineral-tinged wine, reminiscent of its origins on stony schist hillsides, and possessing great texture and length. The citrus fruit backbone is joined by subtle hints of fennel and wild herbs. The winery recommends pairing with any grilled fish, or baked sea bream with a salt crust.",https://www.majestic.co.uk/Mas-des-Montagnes-Terroirs-d-Altitude-Blanc-zid10008
653,France,Pinot Noir,Non,Red Wine,Cherry Reds,Natural Cork,13.0,9.8,"An intense nose of freshly chopped mint, Christmas spice and toasty new oak with cherry and strawberry fruit. This has real depth and complexity and will no doubt cellar beautifully. The vineyards are all owned by the domaine and their control over the vineyard managment and operation really comes through in the ripeness and balance of this beautiful wine",https://www.majestic.co.uk/Santenay-Les-Charmes-zid03063
654,France,Chardonnay,Dry,White Wine,Creamy Whites,Screwcap,13.0,9.8,"Saint-Véran is in the southern part of Burgundy overlapping the Mâconnais and Beaujolais districts. This wine is produced by an outstanding co-operative. This is a lively wine showing delicious aromas of peach and acacia blossom. Fantastic when young, it has the potential to develop a more honeyed, complex palate with age. This delicate and elegant wine would be a great match with seared scallops or mushroom ravioli.",https://www.majestic.co.uk/Saint-Veran-zid04919
655,Non,Non,Non,Non,Non,Non,Non,Non,"Croft LBV was developed to satisfy the demand for a high quality ready to drink alternative to vintage port for everyday consumption. Full bodied and bursting with ripe blackcurrant flavours, this makes an absolutely perfect present.",https://www.majestic.co.uk/Croft-LBV-Port-Single-Bottle-Gift-zid86151
656,Spain,Pedro Ximénez,Sweet,White Fortified,Sherries,Natural Cork,15.5,5.8,"Made from partially sun-and-air-dried grapes, which are then pressed, fermented, fortified, then aged in Gonzales-Byass's Nectar solera. A proportion is transferred to the Noe solera, where a blend of vintages of at least 30 years-of-age create this unique sherry. Thick, sticky, luscious and viscous, this sherry is super-sweet yet hugely complex and involving. Flavours of dates, cinnamon, clove, treacle and caramel combine like a silky, liquid pudding. Drink with Christmas pudding, or drizzle over quality vanilla ice cream for an indulgent treat.",https://www.majestic.co.uk/Noe-30-Year-Old-Pedro-Ximenez-zid24209
657,France,Chardonnay,Dry,White Wine,Creamy Whites,Natural Cork,12.5,9.4,"Winemaker for the esteemed Domaine Leflaive for 20 years, Pierre Morey left in 2008 to focus on winemaking at his own domaine, which consists of several plots cultivated by partner growers, all of whom are certified as organic and biodynamic. This is a superbly rich and inviting Meursault, with layers of of honey, lemon oil and buttered toast aromas, and a delicately unctuous texture.",https://www.majestic.co.uk/Meursault-zid04023
658,Australia,Chardonnay,Dry,White Wine,Creamy Whites,Non,14.0,10.5,"Since its first vintage in 1994, Reserve Bin A has been sourced purely from Adelaide Hills fruit, from up to 80 vineyards and produced only when conditions are perfect. Reserve Bin A is notable for intense, elegant fruit flavours and distinctive complexity. Individual, fine-grained, French oak barrels have been selected for perfect integration, complexity, and fruit expression, producing an unmistakably rich wine.",https://www.majestic.co.uk/Penfolds-Bin-A-Chardonnay-zid19702
659,Spain,Grenache,Non,Red Wine,Smooth Reds,Natural Cork,14.0,10.5,"Founded by Isaac Muga Martínez and his wife, Auro Caño in 1932, in Haro, at the Western end of Rioja Alta. After fermentation the wine is aged for 6 months in large traditional vats, before 24 months in small oak barrels, and a further year in bottle before release. An enticing and complex nose of pain grille, pencil lead, and blackberry leads into an elegant wine with layers of flavour, fruit and sweet-spice with ripe and integrated tannins and a lengthy finish. This wine can age for up to seven years but is eminently drinkable now. Enjoy with roasted meats, Moroccan lamb ot soft cheese.",https://www.majestic.co.uk/Rioja-Reserva-zid14254
660,Italy,Vermentinu,Dry,White Wine,Zingy Whites,Screwcap,12.5,9.4,"Vermentinu is the Corsican name for the Italian Vermentino and in Corsica produces high quality wines with distinctive floral aromas and fresh fruit flavours. Ageing a lees adds a level of mineraL complexity to the fresh grapefruit, lemon and honeysuckle flavours of this elegant and refreshing wine. Best enjoyed with seafood risotto.",https://www.majestic.co.uk/A-Casetta-White-zid10094
